RED IR
201143 263751 
201133 263754 
201173 263752 
201149 263769 
201172 263772 
201145 263777 
201143 263752 
201134 263777 
201171 263775 
201147 263788 
201164 263793 
201157 263816 
201158 263782 
201165 263780 
201163 263814 
201182 263825 
201172 263822 
201177 263846 
201176 263868 
201190 263870 
201185 263882 
201186 263889 
201206 263891 
201188 263934 
201209 263885 
201178 263941 
201208 263943 
201212 263994 
201218 263981 
201217 264029 
201234 264051 
201213 264049 
201230 264019 
201228 264109 
201241 264048 
201241 264075 
201244 264087 
201242 264145 
201251 264132 
201247 264149 
201276 264161 
201248 264165 
201259 264199 
201277 264187 
201264 264190 
201276 264258 
201272 264230 
201276 264242 
201288 264219 
201291 264296 
201301 264219 
201279 264246 
201274 264174 
201254 264201 
201246 264102 
201237 264097 
201233 264023 
201207 263968 
201195 263894 
201170 263844 
201162 263787 
201132 263787 
201108 263728 
201102 263733 
201097 263688 
201080 263663 
201092 263645 
201055 263647 
201067 263599 
201078 263575 
201077 263573 
201087 263615 
201074 263590 
201077 263600 
201078 263586 
201096 263622 
201091 263636 
201100 263628 
201108 263642 
201112 263674 
201097 263684 
201114 263681 
201144 263637 
201131 263696 
201129 263687 
201112 263718 
201149 263689 
201113 263702 
201142 263702 
201122 263735 
201167 263733 
201150 263769 
201159 263706 
201155 263765 
201170 263764 
201187 263815 
201209 263825 
201178 263842 
201222 263838 
201211 263844 
201207 263862 
201207 263921 
201220 263894 
201220 263927 
201227 263911 
201225 263957 
201242 263939 
201229 263994 
201247 263951 
201259 263999 
201252 264019 
201257 264073 
201294 264020 
201307 264095 
201260 264050 
201291 264111 
201294 264088 
201292 264109 
201299 264153 
201317 264146 
201314 264190 
201315 264162 
201287 264165 
201313 264198 
201324 264178 
201333 264136 
201297 264109 
201274 264067 
201272 264020 
201255 263965 
201234 263876 
201227 263843 
201178 263790 
201184 263725 
201180 263733 
201182 263678 
201141 263697 
201158 263687 
201144 263639 
201150 263657 
201141 263623 
201140 263632 
201154 263621 
201153 263627 
201153 263631 
201144 263623 
201137 263602 
201156 263645 
201157 263648 
201152 263638 
201162 263688 
201178 263679 
201156 263711 
201139 263665 
201164 263659 
201166 263657 
201156 263691 
201160 263696 
201173 263691 
201186 263683 
201161 263692 
201174 263704 
201164 263689 
201191 263728 
201200 263694 
201206 263750 
201215 263776 
201201 263785 
201191 263803 
201201 263784 
201187 263809 
201219 263823 
201218 263837 
201202 263832 
201212 263896 
201247 263857 
201255 263880 
201233 263884 
201262 263927 
201267 263921 
201265 263948 
201267 263932 
201263 263973 
201278 263984 
201287 264014 
201288 264014 
201267 264056 
201286 264039 
201282 264045 
201300 264054 
201296 264094 
201327 264063 
201311 264105 
201315 264026 
201286 264021 
201276 263980 
201253 263965 
201206 263820 
201191 263793 
201177 263683 
201164 263709 
201157 263636 
201137 263621 
201144 263567 
201130 263608 
201135 263553 
201112 263577 
201125 263570 
201111 263569 
201109 263520 
201124 263553 
201124 263518 
201135 263571 
201119 263546 
201126 263557 
201141 263604 
201136 263617 
201138 263567 
201143 263657 
201139 263639 
201149 263647 
201159 263617 
201155 263637 
201144 263596 
201152 263640 
201139 263623 
201130 263635 
201161 263605 
201151 263658 
201161 263666 
201171 263689 
201177 263644 
201160 263657 
201189 263673 
201188 263718 
201191 263718 
201188 263752 
201207 263742 
201201 263770 
201184 263797 
201208 263829 
201210 263803 
201210 263813 
201209 263838 
201248 263868 
201242 263841 
201271 263927 
201269 263935 
201261 263904 
201240 263913 
201266 263976 
201249 263957 
201265 263985 
201251 263974 
201276 263968 
201284 263994 
201278 264039 
201285 264060 
201315 264080 
201304 264069 
201305 264070 
201324 264064 
201318 264036 
201277 264001 
201272 263928 
201228 263897 
201230 263802 
201200 263744 
201189 263666 
201174 263626 
201156 263572 
201115 263555 
201121 263582 
201102 263537 
201127 263507 
201085 263465 
201107 263451 
201073 263464 
201096 263475 
201071 263424 
201079 263389 
201069 263424 
201086 263443 
201066 263433 
201091 263489 
201068 263429 
201087 263494 
201088 263464 
201091 263474 
201076 263464 
201122 263478 
201075 263454 
201093 263479 
201079 263430 
201104 263473 
201099 263494 
201107 263457 
201085 263484 
201105 263453 
201110 263546 
201120 263523 
201088 263536 
201117 263573 
201107 263557 
201130 263595 
201132 263600 
201131 263592 
201146 263613 
201156 263636 
201173 263660 
201184 263681 
201178 263688 
201179 263676 
201166 263736 
201201 263738 
201177 263775 
201203 263772 
201185 263784 
201207 263776 
201203 263828 
201234 263834 
201227 263853 
201239 263875 
201238 263888 
201259 263912 
201252 263951 
201271 263963 
201260 263956 
201268 263949 
201245 263983 
201281 264009 
201276 264009 
201298 264032 
201262 263985 
201310 264042 
201283 264065 
201306 264064 
201283 264091 
201308 264100 
201304 264128 
201345 264140 
201311 264119 
201359 264150 
201324 264159 
201327 264120 
201297 264063 
201320 263977 
201263 263942 
201262 263826 
201191 263760 
201197 263690 
201134 263601 
201134 263555 
201099 263562 
201102 263493 
201055 263490 
201070 263449 
201065 263425 
201065 263401 
201022 263395 
201058 263390 
201018 263357 
201038 263331 
200994 263377 
201010 263322 
201017 263295 
201027 263325 
201000 263311 
201040 263397 
201008 263355 
201050 263360 
201036 263359 
201037 263367 
201025 263371 
201051 263398 
201007 263377 
201057 263365 
201023 263365 
201072 263418 
201027 263368 
201066 263412 
201025 263381 
201081 263418 
201040 263435 
201069 263467 
201060 263448 
201101 263460 
201081 263475 
201120 263513 
201082 263500 
201132 263543 
201089 263585 
201138 263602 
201112 263595 
201157 263618 
201130 263639 
201187 263662 
201141 263680 
201179 263690 
201152 263732 
201190 263702 
201143 263717 
201205 263765 
201193 263762 
201231 263797 
201192 263831 
201248 263829 
201203 263874 
201248 263907 
201256 263896 
201246 263882 
201235 263913 
201249 263928 
201262 263937 
201271 263945 
201241 263970 
201286 263952 
201250 263997 
201294 263968 
201267 263994 
201327 264010 
201287 264021 
201311 264059 
201290 264050 
201308 264096 
201279 264096 
201305 264103 
201286 264098 
201339 264093 
201293 264077 
201294 264046 
201280 263943 
201257 263858 
201199 263812 
201212 263697 
201147 263638 
201149 263582 
201106 263531 
201128 263532 
201086 263476 
201111 263475 
201072 263423 
201091 263481 
201060 263407 
201070 263385 
201043 263368 
201064 263385 
201025 263337 
201047 263373 
201008 263333 
201033 263387 
201046 263360 
201042 263410 
201038 263403 
201070 263416 
201049 263401 
201060 263417 
201070 263427 
201082 263402 
201060 263415 
201074 263438 
201077 263442 
201083 263453 
201063 263456 
201062 263424 
201058 263450 
201094 263444 
201078 263479 
201090 263533 
201106 263481 
201126 263533 
201088 263547 
201131 263559 
201122 263584 
201130 263589 
201139 263611 
201121 263615 
201161 263661 
201193 263685 
201155 263655 
201167 263686 
201167 263727 
201178 263717 
201178 263739 
201203 263770 
201192 263766 
201207 263823 
201202 263801 
201203 263850 
201222 263844 
201235 263875 
201232 263881 
201244 263875 
201274 263912 
201266 263930 
201275 263906 
201259 263946 
201301 263969 
201285 263976 
201301 264000 
201277 264015 
201264 264025 
201297 264041 
201312 264041 
201319 264051 
201309 264056 
201310 264076 
201322 264079 
201318 264089 
201341 264125 
201297 264149 
201330 264120 
201313 264072 
201329 264075 
201290 264028 
201257 263958 
201246 263897 
201238 263758 
201184 263701 
201159 263650 
201152 263601 
201136 263543 
201101 263544 
201128 263515 
201123 263478 
201134 263515 
201087 263494 
201107 263467 
201088 263426 
201096 263452 
201069 263451 
201075 263391 
201044 263473 
201092 263419 
201062 263480 
201096 263480 
201084 263527 
201119 263503 
201119 263544 
201115 263536 
201091 263533 
201136 263532 
201088 263534 
201126 263536 
201089 263532 
201114 263516 
201102 263549 
201121 263511 
201106 263567 
201148 263536 
201112 263549 
201150 263594 
201138 263618 
201166 263604 
201125 263639 
201152 263640 
201141 263684 
201197 263684 
201176 263739 
201171 263683 
201177 263741 
201221 263745 
201185 263770 
201233 263801 
201193 263783 
201245 263831 
201224 263870 
201242 263854 
201227 263886 
201236 263899 
201240 263940 
201281 263918 
201242 263975 
201279 263922 
201270 264013 
201321 263970 
201280 263987 
201299 263968 
201265 264037 
201311 264048 
201301 264062 
201330 264077 
201315 264099 
201321 264072 
201294 264095 
201349 264124 
201330 264152 
201344 264144 
201318 264233 
201342 264180 
201334 264210 
201354 264208 
201322 264225 
201384 264205 
201360 264302 
201371 264224 
201359 264248 
201359 264134 
201313 264129 
201299 264020 
201278 264006 
201276 263860 
201210 263825 
201215 263728 
201171 263734 
201187 263640 
201158 263649 
201167 263579 
201123 263580 
201144 263555 
201120 263599 
201132 263556 
201101 263567 
201114 263499 
201102 263528 
201112 263487 
201086 263508 
201098 263470 
201097 263536 
201112 263525 
201110 263582 
201139 263571 
201122 263564 
201146 263564 
201130 263588 
201103 263574 
201132 263605 
201122 263604 
201110 263624 
201130 263571 
201119 263622 
201136 263615 
201110 263634 
201156 263630 
201154 263655 
201158 263641 
201152 263652 
201156 263617 
201163 263722 
201171 263696 
201177 263744 
201190 263702 
201199 263799 
201203 263703 
201219 263814 
201201 263783 
201201 263846 
201232 263871 
201213 263870 
201213 263874 
201251 263915 
201239 263893 
201254 263935 
201245 263918 
201289 264008 
201272 264020 
201289 264024 
201311 263998 
201298 264054 
201279 264041 
201302 264087 
201300 264077 
201336 264096 
201322 264115 
201331 264164 
201325 264103 
201321 264167 
201342 264153 
201341 264210 
201328 264186 
201360 264235 
201331 264198 
201373 264263 
201364 264245 
201364 264281 
201348 264282 
201381 264294 
201378 264313 
201399 264322 
201389 264294 
201423 264352 
201358 264286 
201374 264228 
201333 264188 
201364 264101 
201290 264015 
201278 263909 
201222 263883 
201262 263798 
201196 263789 
201224 263729 
201142 263672 
201191 263693 
201164 263654 
201195 263651 
201143 263664 
201181 263668 
201102 263631 
201186 263626 
201125 263609 
201171 263628 
201126 263617 
201172 263640 
201105 263627 
201199 263669 
201110 263641 
201190 263661 
201138 263674 
201189 263695 
201135 263737 
201201 263683 
201135 263712 
201185 263702 
201165 263713 
201208 263712 
201145 263728 
201214 263699 
201162 263720 
201215 263728 
201158 263793 
201222 263791 
201163 263802 
201244 263792 
201176 263845 
201223 263814 
201195 263876 
201257 263831 
201205 263870 
201252 263885 
201226 263961 
201292 263921 
201224 263953 
201291 263939 
201218 264002 
201281 263984 
201246 264022 
201319 263994 
201272 264072 
201331 264074 
201267 264108 
201352 264056 
201277 264122 
201366 264116 
201297 264170 
201350 264130 
201312 264178 
201351 264153 
201312 264254 
201366 264177 
201356 264226 
201374 264207 
201355 264277 
201363 264257 
201340 264297 
201376 264294 
201363 264350 
201386 264262 
201364 264372 
201410 264346 
201383 264365 
201398 264348 
201414 264393 
201395 264377 
201423 264385 
201416 264436 
201413 264437 
201424 264381 
201424 264389 
201402 264297 
201387 264256 
201338 264146 
201360 264115 
201295 264032 
201282 263961 
201256 263897 
201269 263878 
201203 263835 
201233 263834 
201204 263814 
201239 263830 
201209 263814 
201219 263822 
201185 263789 
201244 263805 
201188 263792 
201213 263810 
201206 263810 
201254 263824 
201195 263829 
201255 263890 
201187 263817 
201237 263866 
201199 263854 
201260 263902 
201217 263884 
201247 263897 
201209 263858 
201279 263904 
201221 263873 
201276 263870 
201211 263863 
201283 263885 
201209 263850 
201269 263911 
201192 263899 
201285 263940 
201238 263904 
201277 263942 
201231 263958 
201303 263963 
201246 263964 
201308 264038 
201241 264039 
201310 264037 
201275 263977 
201341 264042 
201277 264048 
201329 264099 
201284 264117 
201335 264113 
201290 264150 
201345 264143 
201290 264135 
201347 264196 
201311 264222 
201368 264221 
201336 264255 
201386 264263 
201334 264265 
201379 264300 
201346 264266 
201396 264309 
201360 264310 
201408 264329 
201355 264324 
201406 264330 
201351 264397 
201411 264334 
201385 264362 
201422 264379 
201390 264417 
201437 264429 
201373 264442 
201431 264439 
201389 264471 
201446 264436 
201402 264477 
201424 264442 
201388 264360 
201393 264302 
201351 264268 
201377 264177 
201307 264095 
201306 264040 
201265 263999 
201276 263927 
201230 263918 
201262 263886 
201220 263924 
201246 263873 
201217 263876 
201240 263850 
201211 263849 
201232 263840 
201181 263865 
201216 263794 
201205 263819 
201230 263830 
201189 263852 
201209 263850 
201219 263920 
201236 263860 
201185 263912 
201226 263837 
201213 263903 
201250 263876 
201248 263951 
201252 263870 
201223 263934 
201244 263856 
201224 263957 
201245 263904 
201229 263940 
201248 263890 
201253 263975 
201250 263905 
201242 264004 
201276 263944 
201258 264051 
201263 263992 
201285 264044 
201271 264001 
201303 264096 
201277 264014 
201311 264113 
201318 264045 
201310 264182 
201317 264076 
201299 264195 
201334 264107 
201324 264165 
201353 264117 
201338 264250 
201330 264206 
201335 264255 
201362 264244 
201355 264288 
201346 264217 
201330 264289 
201355 264230 
201365 264352 
201346 264267 
201357 264376 
201383 264361 
201378 264389 
201355 264330 
201383 264415 
201396 264386 
201376 264419 
201393 264396 
201376 264458 
201385 264431 
201389 264484 
201403 264501 
201417 264517 
201418 264446 
201423 264477 
201409 264423 
201405 264442 
201401 264331 
201360 264323 
201329 264181 
201336 264148 
201282 264068 
201265 264053 
201254 263989 
201249 263922 
201212 263878 
201230 263918 
201220 263872 
201238 263872 
201198 263837 
201203 263823 
201208 263810 
201190 263818 
201193 263834 
201196 263834 
201192 263812 
201202 263789 
201203 263868 
201195 263823 
201195 263882 
201229 263835 
201229 263900 
201219 263891 
201207 263924 
201219 263892 
201218 263866 
201215 263867 
201215 263899 
201219 263871 
201206 263880 
201211 263862 
201235 263882 
201226 263886 
201232 263916 
201212 263918 
201224 263947 
201238 263932 
201246 263980 
201233 263936 
201259 263990 
201252 263966 
201234 264078 
201249 264036 
201270 264092 
201278 264042 
201273 264124 
201279 264100 
201277 264138 
201273 264110 
201280 264164 
201284 264096 
201280 264187 
201321 264148 
201306 264255 
201310 264240 
201334 264259 
201353 264201 
201334 264315 
201319 264265 
201339 264330 
201344 264253 
201332 264359 
201339 264302 
201356 264380 
201354 264326 
201375 264413 
201362 264363 
201381 264459 
201376 264347 
201361 264468 
201371 264401 
201409 264476 
201395 264451 
201395 264505 
201422 264438 
201405 264537 
201417 264500 
201405 264554 
201422 264501 
201422 264569 
201423 264513 
201411 264596 
201423 264539 
201446 264620 
201429 264501 
201441 264504 
201419 264429 
201374 264389 
201366 264270 
201354 264255 
201323 264152 
201284 264118 
201281 264029 
201249 264057 
201253 263947 
201230 263940 
201252 263932 
201228 263941 
201216 263879 
201226 263918 
201222 263853 
201212 263869 
201187 263851 
201214 263890 
201187 263853 
201186 263865 
201210 263844 
201198 263890 
201193 263876 
201201 263910 
201224 263879 
201215 263887 
201209 263940 
201201 263917 
201201 263871 
201224 263925 
201197 263935 
201205 263965 
201210 263897 
201211 263953 
201226 263922 
201246 263950 
201228 263952 
201231 263934 
201235 263941 
201222 263956 
201205 263961 
201231 263993 
201244 263999 
201234 264020 
201246 264021 
201256 264014 
201246 264085 
201265 264095 
201252 264091 
201270 264124 
201283 264125 
201272 264137 
201299 264152 
201283 264172 
201290 264203 
201275 264208 
201306 264236 
201320 264253 
201325 264278 
201301 264271 
201320 264233 
201309 264265 
201321 264286 
201328 264287 
201335 264291 
201334 264351 
201352 264361 
201343 264367 
201345 264356 
201339 264411 
201352 264396 
201345 264412 
201335 264437 
201373 264422 
201370 264476 
201371 264453 
201374 264448 
201361 264505 
201404 264477 
201378 264490 
201403 264526 
201393 264506 
201420 264544 
201393 264571 
201411 264545 
201402 264559 
201414 264589 
201432 264564 
201410 264593 
201400 264586 
201435 264560 
201402 264518 
201406 264425 
201370 264405 
201366 264328 
201317 264261 
201314 264206 
201270 264144 
201280 264108 
201262 264040 
201235 264016 
201253 264045 
201233 263978 
201221 264040 
201237 264009 
201228 264000 
201205 263970 
201228 263966 
201190 263961 
201213 263955 
201217 264010 
201208 264010 
201225 263996 
201215 264023 
201245 263989 
201219 264025 
201221 264004 
201200 264019 
201264 263994 
201241 263997 
201229 264014 
201221 264029 
201231 264024 
201227 263981 
201213 264026 
201233 264001 
201254 264021 
201226 264017 
201246 264034 
201236 264037 
201253 264063 
201235 264076 
201249 264101 
201276 264109 
201238 264083 
201273 264111 
201269 264118 
201300 264143 
201267 264150 
201289 264161 
201267 264185 
201292 264167 
201290 264198 
201285 264262 
201291 264235 
201291 264236 
201320 264310 
201319 264263 
201338 264284 
201333 264325 
201325 264309 
201306 264336 
201320 264329 
201332 264352 
201360 264379 
201335 264361 
201342 264372 
201348 264409 
201339 264398 
201341 264417 
201345 264424 
201359 264442 
201354 264456 
201362 264437 
201368 264459 
201367 264489 
201364 264517 
201371 264496 
201381 264495 
201398 264547 
201387 264581 
201384 264542 
201403 264532 
201377 264490 
201384 264466 
201347 264413 
201329 264333 
201296 264251 
201285 264203 
201242 264181 
201273 264098 
201216 264034 
201212 264035 
201197 263987 
201203 263968 
201187 263957 
201204 263953 
201194 263949 
201213 263964 
201186 263926 
201183 263963 
201181 263929 
201192 263920 
201177 263897 
201202 263960 
201164 263948 
201205 263927 
201178 263983 
201198 263971 
201207 263945 
201213 263930 
201192 263989 
201197 263971 
201185 263961 
201192 263970 
201196 263950 
201222 263957 
201183 263928 
201222 263963 
201216 263951 
201172 263991 
201189 264012 
201201 264004 
201190 264005 
201199 264029 
201216 264041 
201240 264050 
201223 264056 
201248 264076 
201223 264099 
201228 264136 
201229 264100 
201228 264137 
201250 264143 
201250 264158 
201271 264175 
201288 264162 
201251 264168 
201275 264224 
201255 264227 
201291 264227 
201278 264260 
201310 264255 
201275 264336 
201260 264313 
201299 264337 
201330 264337 
201315 264377 
201325 264333 
201331 264372 
201341 264374 
201312 264363 
201324 264364 
201335 264422 
201323 264415 
201368 264416 
201324 264416 
201352 264485 
201346 264469 
201359 264483 
201355 264511 
201353 264508 
201357 264500 
201326 264444 
201333 264413 
201306 264342 
201303 264283 
201258 264196 
201243 264134 
201217 264056 
201215 263967 
201197 263951 
201178 263938 
201167 263927 
201141 263904 
201179 263904 
201121 263821 
201144 263810 
201115 263845 
201135 263821 
201098 263806 
201125 263793 
201086 263771 
201118 263764 
201100 263745 
201126 263808 
201091 263793 
201128 263817 
201087 263797 
201137 263789 
201098 263802 
201119 263807 
201073 263806 
201146 263803 
201096 263829 
201137 263819 
201101 263810 
201122 263767 
201106 263829 
201134 263829 
201100 263834 
201145 263806 
201138 263847 
201141 263853 
201127 263846 
201156 263875 
201135 263903 
201149 263898 
201159 263913 
201174 263941 
201130 263923 
201176 263958 
201148 264031 
201183 263972 
201162 264019 
201218 264000 
201187 264039 
201226 264071 
201185 264063 
201222 264079 
201202 264085 
201224 264085 
201213 264125 
201243 264135 
201225 264149 
201260 264193 
201223 264174 
201259 264195 
201248 264217 
201250 264205 
201266 264225 
201291 264209 
201274 264217 
201299 264267 
201248 264286 
201285 264277 
201284 264280 
201303 264306 
201309 264317 
201293 264352 
201299 264341 
201329 264308 
201266 264382 
201308 264373 
201290 264323 
201292 264257 
201262 264241 
201262 264170 
201198 264077 
201210 264000 
201155 263933 
201145 263876 
201101 263799 
201104 263768 
201082 263741 
201074 263733 
201045 263702 
201077 263698 
201066 263683 
201051 263692 
201030 263671 
201056 263657 
201022 263622 
201037 263588 
201012 263595 
201040 263591 
201022 263625 
201050 263622 
201021 263611 
201042 263624 
201021 263609 
201039 263620 
201013 263620 
201048 263650 
201017 263654 
201024 263612 
201004 263644 
201021 263655 
201025 263635 
201032 263640 
201029 263638 
201064 263636 
201032 263647 
201063 263667 
201048 263674 
201057 263688 
201061 263698 
201080 263678 
201078 263731 
201104 263741 
201087 263743 
201102 263777 
201076 263795 
201120 263785 
201114 263799 
201121 263812 
201111 263851 
201143 263880 
201122 263873 
201128 263848 
201119 263894 
201147 263913 
201145 263909 
201153 263958 
201147 263962 
201194 263988 
201156 263953 
201157 264032 
201177 264028 
201181 264052 
201153 263998 
201181 264049 
201188 264073 
201188 264056 
201210 264095 
201199 264093 
201215 264118 
201193 264111 
201207 264136 
201200 264098 
201213 264150 
201248 264162 
201252 264173 
201231 264190 
201236 264195 
201240 264234 
201235 264224 
201270 264220 
201265 264231 
201265 264248 
201238 264216 
201212 264173 
201215 264069 
201219 264010 
201166 263922 
201140 263868 
201104 263770 
201076 263740 
201055 263657 
201045 263687 
201036 263603 
201008 263592 
201002 263597 
201001 263583 
201008 263557 
201019 263579 
200979 263527 
200989 263538 
200987 263489 
200978 263504 
200976 263488 
200980 263545 
200960 263515 
200990 263535 
200984 263508 
200984 263552 
200973 263532 
200981 263564 
200975 263530 
200984 263556 
200970 263536 
201007 263557 
200990 263537 
200988 263535 
200998 263540 
200980 263559 
200997 263564 
201008 263547 
200995 263555 
200985 263576 
200994 263597 
201021 263609 
201010 263577 
201022 263632 
201011 263622 
201046 263673 
201029 263645 
201065 263700 
201056 263708 
201057 263698 
201048 263747 
201093 263761 
201067 263756 
201098 263790 
201091 263826 
201108 263812 
201098 263790 
201111 263840 
201112 263851 
201141 263877 
201120 263858 
201152 263920 
201111 263884 
201130 263925 
201132 263961 
201146 263986 
201126 263961 
201177 263981 
201152 263975 
201177 264014 
201145 263992 
201166 264053 
201155 264024 
201193 264061 
201162 264089 
201199 264082 
201189 264104 
201199 264133 
201198 264129 
201211 264170 
201189 264146 
201216 264195 
201203 264162 
201212 264219 
201235 264187 
201228 264258 
201241 264219 
201244 264270 
201245 264231 
201225 264156 
201205 264086 
201191 264075 
201144 263926 
201134 263855 
201065 263750 
201092 263736 
201049 263628 
201008 263607 
200975 263541 
200976 263542 
200960 263502 
200963 263475 
200945 263457 
200984 263416 
200935 263422 
200937 263417 
200919 263407 
200910 263394 
200907 263363 
200889 263370 
200893 263364 
200912 263386 
200912 263389 
200922 263400 
200912 263402 
200939 263398 
200946 263430 
200939 263427 
200942 263418 
200950 263418 
200924 263425 
200929 263376 
200921 263434 
200929 263445 
200923 263446 
200913 263417 
200912 263439 
200923 263468 
200939 263431 
200947 263493 
200959 263468 
200969 263524 
200991 263554 
200978 263551 
201008 263565 
201008 263591 
200980 263621 
201008 263597 
201008 263624 
201012 263638 
201017 263690 
201025 263680 
201043 263716 
201069 263713 
201064 263743 
201040 263731 
201082 263769 
201078 263803 
201107 263815 
201090 263835 
201080 263820 
201086 263900 
201096 263882 
201101 263860 
201149 263895 
201127 263921 
201121 263914 
201110 263912 
201123 263948 
201117 263979 
201142 263970 
201131 264000 
201153 264013 
201144 264020 
201177 264041 
201157 264061 
201179 264071 
201180 264103 
201180 264100 
201163 264129 
201188 264151 
201157 264122 
201198 264126 
201181 264177 
201229 264195 
201200 264210 
201221 264210 
201201 264247 
201237 264239 
201220 264245 
201238 264255 
201241 264292 
201267 264267 
201248 264311 
201249 264255 
201215 264226 
201212 264119 
201172 264042 
201134 263892 
201107 263859 
201058 263758 
201046 263696 
201027 263614 
201012 263567 
201010 263512 
200984 263540 
200969 263498 
200951 263491 
200956 263458 
200927 263458 
200931 263436 
200938 263395 
200922 263394 
200930 263382 
200921 263350 
200915 263381 
200906 263379 
200918 263378 
200928 263416 
200921 263472 
200939 263390 
200949 263439 
200945 263417 
200932 263447 
200945 263413 
200907 263450 
200945 263431 
200938 263453 
200922 263443 
200927 263428 
200926 263449 
200941 263434 
200951 263433 
200956 263479 
200934 263457 
200959 263495 
200959 263530 
200983 263498 
200984 263549 
200967 263550 
200995 263569 
201007 263609 
200974 263593 
201035 263662 
200994 263625 
201032 263670 
201031 263666 
201054 263742 
201044 263696 
201063 263745 
201059 263762 
201070 263768 
201056 263785 
201081 263776 
201075 263820 
201091 263848 
201090 263860 
201133 263890 
201106 263905 
201114 263919 
201097 263901 
201139 263922 
201116 263931 
201158 263959 
201117 263983 
201150 263979 
201150 264003 
201172 263981 
201130 264023 
201183 264011 
201143 264051 
201176 264070 
201158 264079 
201198 264087 
201193 264079 
201211 264120 
201172 264113 
201201 264127 
201196 264134 
201213 264180 
201214 264199 
201230 264210 
201209 264246 
201234 264217 
201239 264241 
201234 264185 
201208 264155 
201201 264047 
201165 264006 
201134 263906 
201100 263838 
201085 263717 
201029 263713 
201027 263614 
201007 263633 
201016 263580 
200972 263600 
200986 263526 
200982 263557 
200992 263507 
200958 263493 
200985 263503 
200956 263519 
200965 263514 
200946 263530 
200965 263479 
200934 263511 
200953 263491 
200957 263544 
200984 263523 
200981 263595 
200987 263516 
200966 263586 
200972 263580 
200983 263541 
200983 263547 
200979 263576 
200988 263553 
200950 263546 
201000 263537 
200982 263528 
200966 263539 
200996 263570 
201001 263563 
201009 263568 
200991 263604 
201011 263619 
200999 263647 
201020 263640 
201042 263654 
201026 263654 
201032 263670 
201042 263703 
201051 263730 
201056 263756 
201051 263774 
201058 263759 
201066 263794 
201083 263810 
201082 263825 
201094 263871 
201083 263820 
201115 263845 
201119 263888 
201140 263914 
201138 263906 
201133 263938 
201107 263950 
201132 263970 
201157 263981 
201144 264021 
201133 264005 
201161 263993 
201158 264050 
201168 264028 
201182 264077 
201215 264047 
201171 264097 
201189 264057 
201182 264143 
201216 264093 
201184 264157 
201224 264137 
201192 264164 
201203 264197 
201206 264195 
201224 264189 
201229 264282 
201237 264178 
201222 264257 
201251 264235 
201252 264294 
201262 264213 
201222 264168 
201209 264130 
201169 264094 
201169 263952 
201113 263917 
201093 263801 
201058 263768 
201069 263699 
201024 263655 
201025 263592 
200997 263644 
201010 263600 
200985 263602 
200989 263577 
201002 263568 
200988 263545 
200961 263556 
200983 263493 
200945 263516 
200976 263530 
200960 263544 
200985 263505 
200981 263578 
200960 263545 
200971 263555 
200984 263567 
201002 263595 
200986 263542 
200991 263573 
200972 263568 
201003 263568 
200979 263533 
201007 263597 
200966 263612 
200966 263582 
200987 263591 
201001 263580 
200984 263556 
201008 263610 
200992 263637 
200997 263624 
200982 263651 
201040 263661 
201024 263682 
201049 263712 
201025 263686 
201069 263763 
201027 263724 
201084 263779 
201076 263813 
201069 263811 
201057 263825 
201098 263844 
201070 263883 
201093 263913 
201076 263910 
201123 263916 
201108 263917 
201122 263965 
201123 263960 
201126 263978 
201114 263989 
201145 264008 
201130 264024 
201157 264042 
201150 264014 
201168 264062 
201148 264082 
201176 264085 
201185 264092 
201192 264114 
201162 264147 
201195 264129 
201187 264162 
201208 264162 
201206 264202 
201200 264197 
201219 264205 
201218 264202 
201220 264226 
201224 264233 
201232 264244 
201227 264217 
201196 264127 
201208 264070 
201165 264008 
201140 263930 
201103 263867 
201084 263775 
201029 263722 
201001 263627 
200987 263620 
200993 263592 
200969 263571 
200982 263519 
200958 263531 
200932 263476 
200966 263512 
200942 263464 
200928 263437 
200915 263423 
200917 263418 
200908 263381 
200919 263450 
200921 263427 
200928 263455 
200937 263469 
200923 263470 
200927 263469 
200931 263506 
200925 263438 
200921 263511 
200936 263493 
200924 263540 
200927 263510 
200933 263551 
200942 263501 
200957 263534 
200966 263519 
200943 263544 
200963 263506 
200946 263560 
200942 263511 
200955 263570 
200960 263571 
200971 263592 
200985 263603 
200977 263631 
200993 263572 
200994 263659 
200971 263651 
200996 263702 
201030 263690 
201024 263737 
201016 263689 
201052 263753 
201046 263779 
201038 263803 
201076 263803 
201079 263808 
201093 263852 
201073 263865 
201082 263868 
201088 263898 
201077 263932 
201099 263932 
201099 263919 
201133 263952 
201121 263954 
201089 264001 
201121 264020 
201118 264002 
201128 264020 
201110 264027 
201111 264016 
201151 264063 
201148 264092 
201181 264131 
201150 264108 
201161 264090 
201155 264088 
201162 264061 
201131 263976 
201114 263894 
201068 263799 
201065 263726 
201003 263647 
200991 263583 
200975 263549 
200957 263515 
200928 263458 
200936 263437 
200912 263403 
200905 263433 
200902 263439 
200890 263353 
200871 263393 
200867 263356 
200870 263317 
200879 263303 
200864 263340 
200855 263290 
200884 263372 
200903 263339 
200902 263351 
200904 263384 
200896 263427 
200881 263384 
200868 263409 
200903 263408 
200880 263400 
200886 263386 
200895 263393 
200904 263383 
200904 263420 
200909 263419 
200908 263412 
200900 263409 
